,nan,field_1,Unnamed: 0,cinema_name,15_total_route,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_route,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_route,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,example_for,start_location,distance_start_centroid,distance_start_cinema,geometry
288,288,38,3.0,Cineplex Aachen,Cineplex Aachen_Hansemannplatz-EUGRH5_15.csv,875.0,233.6,341.4,1,Cineplex Aachen_Hansemannplatz-EUGRH5_18.csv,875.0,233.6,341.4,0,Cineplex Aachen_Hansemannplatz-EUGRH5_21.csv,940.8,179.4,341.4,0.0,265.9,664.4,Aachen,POINT (6.094246442270141 50.77651439143351),2307.49173193724,759.847237540216,
289,289,39,4.0,Eden Palast,Eden Palast_Hansemannplatz-EUGRH5_15.csv,900.9,233.6,367.3,0,Eden Palast_Hansemannplatz-EUGRH5_18.csv,900.9,233.6,367.3,0,Eden Palast_Hansemannplatz-EUGRH5_21.csv,785.8,150.3,275.5,0.0,357.6,851.3,Aachen,POINT (6.094246442270141 50.77651439143351),2307.49173193724,883.044324311513,
290,290,40,0.0,Apollo Kino,Apollo Kino_TechnischeHochschule-PON_15.csv,663.5,527.7,75.8,0,Apollo Kino_TechnischeHochschule-PON_18.csv,663.5,527.7,75.8,0,Apollo Kino_TechnischeHochschule-PON_21.csv,633.4,307.6,145.8,0.0,421.0,711.8,Aachen,POINT (6.08156322187107 50.77362091553235),2665.89317330954,806.953040831835,
291,291,41,1.0,Capitol,Capitol_TechnischeHochschule-PON_15.csv,707.1,307.6,99.5,0,Capitol_TechnischeHochschule-PON_18.csv,653.5,134.0,99.5,0,Capitol_TechnischeHochschule-PON_21.csv,707.1,307.6,99.5,0.0,300.2,583.0,Aachen,POINT (6.08156322187107 50.77362091553235),2665.89317330954,677.834872098564,
292,292,42,2.0,,None_TechnischeHochschule-PON_15.csv,426.7,134.0,172.7,0,None_TechnischeHochschule-PON_18.csv,426.7,134.0,172.7,0,None_TechnischeHochschule-PON_21.csv,426.7,134.0,172.7,0.0,195.9,266.3,Aachen,POINT (6.08156322187107 50.77362091553235),2665.89317330954,244.938956504738,
293,293,43,3.0,Cineplex Aachen,Cineplex Aachen_TechnischeHochschule-PON_15.csv,424.0,134.0,170.0,0,Cineplex Aachen_TechnischeHochschule-PON_18.csv,424.0,134.0,170.0,0,Cineplex Aachen_TechnischeHochschule-PON_21.csv,424.0,134.0,170.0,0.0,205.3,465.1,Aachen,POINT (6.08156322187107 50.77362091553235),2665.89317330954,456.308485839442,
294,294,44,4.0,Eden Palast,Eden Palast_TechnischeHochschule-PON_15.csv,1249.0,527.7,121.3,2,Eden Palast_TechnischeHochschule-PON_18.csv,1498.6,134.0,224.6,1,Eden Palast_TechnischeHochschule-PON_21.csv,1318.6,134.0,224.6,0.0,168.9,433.4,Aachen,POINT (6.08156322187107 50.77362091553235),2665.89317330954,399.611824087077,
295,295,45,0.0,Apollo Kino,Apollo Kino_Viktoriaalleelw(Li.33)_15.csv,785.8,230.0,75.8,1,Apollo Kino_Viktoriaalleelw(Li.33)_18.csv,785.8,230.0,75.8,1,Apollo Kino_Viktoriaalleelw(Li.33)_21.csv,855.8,230.0,145.8,1.0,462.6,1721.0,Aachen,POINT (6.103199435754474 50.77246248903652),1622.98832474572,1939.4463127806,
296,296,46,1.0,Capitol,Capitol_Viktoriaalleelw(Li.33)_15.csv,689.5,230.0,99.5,2,Capitol_Viktoriaalleelw(Li.33)_18.csv,689.5,230.0,99.5,2,Capitol_Viktoriaalleelw(Li.33)_21.csv,629.5,230.0,99.5,0.0,353.8,1100.4,Aachen,POINT (6.103199435754474 50.77246248903652),1622.98832474572,1290.98393299822,
297,297,47,2.0,,None_Viktoriaalleelw(Li.33)_15.csv,953.5,230.0,183.5,2,None_Viktoriaalleelw(Li.33)_18.csv,953.5,230.0,183.5,2,None_Viktoriaalleelw(Li.33)_21.csv,1013.5,230.0,183.5,0.0,332.8,1063.7,Aachen,POINT (6.103199435754474 50.77246248903652),1622.98832474572,1290.0404557423,
298,298,48,3.0,Cineplex Aachen,Cineplex Aachen_Viktoriaalleelw(Li.33)_15.csv,926.5,336.5,170.0,0,Cineplex Aachen_Viktoriaalleelw(Li.33)_18.csv,926.5,336.5,170.0,0,Cineplex Aachen_Viktoriaalleelw(Li.33)_21.csv,806.5,336.5,170.0,0.0,262.0,964.8,Aachen,POINT (6.103199435754474 50.77246248903652),1622.98832474572,1145.73347531226,
299,299,49,4.0,Eden Palast,Eden Palast_Viktoriaalleelw(Li.33)_15.csv,891.3,230.0,121.3,3,Eden Palast_Viktoriaalleelw(Li.33)_18.csv,877.8,336.5,121.3,0,Eden Palast_Viktoriaalleelw(Li.33)_21.csv,757.8,336.5,121.3,0.0,353.7,1151.7,Aachen,POINT (6.103199435754474 50.77246248903652),1622.98832474572,1271.67927761763,
300,300,0,0.0,Apollo Kino,Apollo Kino_EilendorfRathauslw_15.csv,1716.9,213.5,123.4,4,Apollo Kino_EilendorfRathauslw_18.csv,1716.9,213.5,123.4,3,Apollo Kino_EilendorfRathauslw_21.csv,1755.0,213.5,161.5,2.0,936.5,4242.0,Aachen,POINT (6.14794880598732 50.779470280062746),3463.37546243154,4868.46213006503,
301,301,1,1.0,Capitol,Capitol_EilendorfRathauslw_15.csv,1750.4,277.4,213.0,2,Capitol_EilendorfRathauslw_18.csv,1750.4,277.4,213.0,2,Capitol_EilendorfRathauslw_21.csv,1484.0,213.5,130.5,1.0,860.1,3751.8,Aachen,POINT (6.14794880598732 50.779470280062746),3463.37546243154,4266.18764954217,
302,302,2,2.0,,None_EilendorfRathauslw_15.csv,1708.6,213.5,295.1,1,None_EilendorfRathauslw_18.csv,1708.6,213.5,295.1,1,None_EilendorfRathauslw_21.csv,1777.0,213.5,183.5,1.0,817.2,3916.1,Aachen,POINT (6.14794880598732 50.779470280062746),3463.37546243154,4500.48758211712,
303,303,3,3.0,Cineplex Aachen,Cineplex Aachen_EilendorfRathauslw_15.csv,1590.2,213.5,176.7,1,Cineplex Aachen_EilendorfRathauslw_18.csv,1590.2,213.5,176.7,1,Cineplex Aachen_EilendorfRathauslw_21.csv,1934.9,213.5,341.4,1.0,746.5,3714.1,Aachen,POINT (6.14794880598732 50.779470280062746),3463.37546243154,4388.67090861901,
304,304,4,4.0,Eden Palast,Eden Palast_EilendorfRathauslw_15.csv,1777.1,213.5,363.6,1,Eden Palast_EilendorfRathauslw_18.csv,1777.1,213.5,363.6,1,Eden Palast_EilendorfRathauslw_21.csv,1834.8,213.5,121.3,2.0,838.1,3901.0,Aachen,POINT (6.14794880598732 50.779470280062746),3463.37546243154,4517.83578406451,
305,305,5,0.0,Apollo Kino,Apollo Kino_BahnhofRotheErdeH1(sw)_15.csv,1002.3,162.1,180.2,1,Apollo Kino_BahnhofRotheErdeH1(sw)_18.csv,1002.3,162.1,180.2,1,Apollo Kino_BahnhofRotheErdeH1(sw)_21.csv,1002.3,162.1,180.2,1.0,532.6,2275.6,Aachen,POINT (6.113781043354965 50.77125529542005),1397.56452450848,2671.28145412297,
306,306,6,1.0,Capitol,Capitol_BahnhofRotheErdeH1(sw)_15.csv,915.1,162.1,213.0,2,Capitol_BahnhofRotheErdeH1(sw)_18.csv,915.1,162.1,213.0,2,Capitol_BahnhofRotheErdeH1(sw)_21.csv,854.0,214.5,99.5,1.0,423.8,1668.2,Aachen,POINT (6.113781043354965 50.77125529542005),1397.56452450848,2018.47653799144,
307,307,7,2.0,,None_BahnhofRotheErdeH1(sw)_15.csv,785.0,72.3,172.7,0,None_BahnhofRotheErdeH1(sw)_18.csv,785.0,72.3,172.7,0,None_BahnhofRotheErdeH1(sw)_21.csv,725.0,72.3,172.7,0.0,354.8,1618.2,Aachen,POINT (6.113781043354965 50.77125529542005),1397.56452450848,2045.02770185377,
308,308,8,3.0,Cineplex Aachen,Cineplex Aachen_BahnhofRotheErdeH1(sw)_15.csv,789.0,72.3,176.7,0,Cineplex Aachen_BahnhofRotheErdeH1(sw)_18.csv,789.0,72.3,176.7,0,Cineplex Aachen_BahnhofRotheErdeH1(sw)_21.csv,708.3,72.3,276.0,0.0,284.0,1519.3,Aachen,POINT (6.113781043354965 50.77125529542005),1397.56452450848,1886.71464949128,
309,309,9,4.0,Eden Palast,Eden Palast_BahnhofRotheErdeH1(sw)_15.csv,995.8,214.5,121.3,0,Eden Palast_BahnhofRotheErdeH1(sw)_18.csv,995.8,214.5,121.3,0,Eden Palast_BahnhofRotheErdeH1(sw)_21.csv,599.2,72.3,166.9,0.0,375.7,1706.3,Aachen,POINT (6.113781043354965 50.77125529542005),1397.56452450848,2007.21903675333,
310,310,10,0.0,Apollo Kino,Apollo Kino_SCHUMAG-Pascalstraße_15.csv,2469.2,113.4,75.8,1,Apollo Kino_SCHUMAG-Pascalstraße_18.csv,2469.2,113.4,75.8,1,Apollo Kino_SCHUMAG-Pascalstraße_21.csv,2409.2,113.4,75.8,4.0,1343.6,7301.6,Aachen,POINT (6.162872849999999 50.72297095),5400.80471548109,8735.34256167203,
311,311,11,1.0,Capitol,Capitol_SCHUMAG-Pascalstraße_15.csv,2750.8,851.3,99.5,3,Capitol_SCHUMAG-Pascalstraße_18.csv,2750.8,851.3,99.5,3,Capitol_SCHUMAG-Pascalstraße_21.csv,2192.9,113.4,99.5,3.0,1234.8,6894.8,Aachen,POINT (6.162872849999999 50.72297095),5400.80471548109,8146.0569813463,
312,312,12,2.0,,None_SCHUMAG-Pascalstraße_15.csv,2725.0,113.4,151.6,0,None_SCHUMAG-Pascalstraße_18.csv,2626.1,113.4,172.7,0,None_SCHUMAG-Pascalstraße_21.csv,2506.1,113.4,172.7,2.0,1139.7,6644.3,Aachen,POINT (6.162872849999999 50.72297095),5400.80471548109,7834.60999417404,
313,313,13,3.0,Cineplex Aachen,Cineplex Aachen_SCHUMAG-Pascalstraße_15.csv,2750.1,113.4,176.7,0,Cineplex Aachen_SCHUMAG-Pascalstraße_18.csv,2623.4,113.4,170.0,0,Cineplex Aachen_SCHUMAG-Pascalstraße_21.csv,2503.4,113.4,170.0,2.0,1069.0,6442.1,Aachen,POINT (6.162872849999999 50.72297095),5400.80471548109,7597.93940593448,
314,314,14,4.0,Eden Palast,Eden Palast_SCHUMAG-Pascalstraße_15.csv,2694.7,113.4,121.3,0,Eden Palast_SCHUMAG-Pascalstraße_18.csv,2694.7,113.4,121.3,0,Eden Palast_SCHUMAG-Pascalstraße_21.csv,2574.7,113.4,121.3,3.0,1121.1,6343.2,Aachen,POINT (6.162872849999999 50.72297095),5400.80471548109,7644.46836058818,
315,315,15,0.0,Apollo Kino,Apollo Kino_CarolusThermenlw_15.csv,4692.7,296.9,75.8,3,Apollo Kino_CarolusThermenlw_18.csv,4692.7,296.9,75.8,5,Apollo Kino_CarolusThermenlw_21.csv,1041.8,186.0,75.8,2.0,375.3,1281.7,Aachen,POINT (6.100377592742078 50.78267564384305),2765.15163419031,1527.21745815397,
316,316,16,1.0,Capitol,Capitol_CarolusThermenlw_15.csv,4536.4,296.9,99.5,3,Capitol_CarolusThermenlw_18.csv,4536.4,296.9,99.5,4,Capitol_CarolusThermenlw_21.csv,626.8,186.0,80.8,0.0,305.3,959.5,Aachen,POINT (6.100377592742078 50.78267564384305),2765.15163419031,1025.0975883971,
317,317,17,2.0,,None_CarolusThermenlw_15.csv,852.3,66.6,125.7,1,None_CarolusThermenlw_18.csv,852.3,66.6,125.7,1,None_CarolusThermenlw_21.csv,959.3,66.6,172.7,0.0,515.8,1244.3,Aachen,POINT (6.100377592742078 50.78267564384305),2765.15163419031,1522.09456153654,
318,318,18,3.0,Cineplex Aachen,Cineplex Aachen_CarolusThermenlw_15.csv,783.3,66.6,176.7,1,Cineplex Aachen_CarolusThermenlw_18.csv,783.3,66.6,176.7,1,Cineplex Aachen_CarolusThermenlw_21.csv,956.6,66.6,170.0,0.0,445.1,1414.9,Aachen,POINT (6.100377592742078 50.78267564384305),2765.15163419031,1564.67463973481,
319,319,19,4.0,Eden Palast,Eden Palast_CarolusThermenlw_15.csv,727.9,66.6,121.3,1,Eden Palast_CarolusThermenlw_18.csv,727.9,66.6,121.3,1,Eden Palast_CarolusThermenlw_21.csv,1027.9,66.6,121.3,0.0,536.8,1601.8,Aachen,POINT (6.100377592742078 50.78267564384305),2765.15163419031,1682.42748564643,
320,320,20,0.0,Apollo Kino,Apollo Kino_RonheiderWegsw_15.csv,1572.4,296.6,75.8,1,Apollo Kino_RonheiderWegsw_18.csv,1583.2,307.4,75.8,1,Apollo Kino_RonheiderWegsw_21.csv,2133.8,498.0,75.8,2.0,667.1,1904.0,Aachen,POINT (6.090948649450382 50.76022038175876),1441.19501782666,2428.76920210389,
321,321,21,1.0,Capitol,Capitol_RonheiderWegsw_15.csv,1426.9,307.4,99.5,1,Capitol_RonheiderWegsw_18.csv,1426.9,307.4,99.5,1,Capitol_RonheiderWegsw_21.csv,1126.9,307.4,99.5,0.0,546.3,1768.8,Aachen,POINT (6.090948649450382 50.76022038175876),1441.19501782666,2039.00997470461,
322,322,22,2.0,,None_RonheiderWegsw_15.csv,1080.1,307.4,172.7,0,None_RonheiderWegsw_18.csv,1080.1,307.4,172.7,1,None_RonheiderWegsw_21.csv,960.1,307.4,172.7,0.0,441.9,1149.0,Aachen,POINT (6.090948649450382 50.76022038175876),1441.19501782666,1495.96167876409,
323,323,23,3.0,Cineplex Aachen,Cineplex Aachen_RonheiderWegsw_15.csv,957.4,307.4,170.0,0,Cineplex Aachen_RonheiderWegsw_18.csv,897.4,307.4,170.0,0,Cineplex Aachen_RonheiderWegsw_21.csv,886.6,296.6,170.0,0.0,328.0,1086.3,Aachen,POINT (6.090948649450382 50.76022038175876),1441.19501782666,1278.22974477743,
324,324,24,4.0,Eden Palast,Eden Palast_RonheiderWegsw_15.csv,1132.0,307.4,224.6,0,Eden Palast_RonheiderWegsw_18.csv,1074.3,307.4,166.9,0,Eden Palast_RonheiderWegsw_21.csv,837.9,296.6,121.3,0.0,319.1,971.6,Aachen,POINT (6.090948649450382 50.76022038175876),1441.19501782666,1256.80163060938,
325,325,25,0.0,Apollo Kino,Apollo Kino_AachenKaiserplatzH6-HPL_15.csv,571.4,135.6,75.8,0,Apollo Kino_AachenKaiserplatzH6-HPL_18.csv,571.4,135.6,75.8,1,Apollo Kino_AachenKaiserplatzH6-HPL_21.csv,540.6,224.8,75.8,0.0,289.1,953.1,Aachen,POINT (6.093369927115278 50.77644057802371),2333.32479872919,1121.02784678869,
326,326,26,1.0,Capitol,Capitol_AachenKaiserplatzH6-HPL_15.csv,415.1,135.6,99.5,0,Capitol_AachenKaiserplatzH6-HPL_18.csv,415.1,135.6,99.5,0,Capitol_AachenKaiserplatzH6-HPL_21.csv,444.3,224.8,99.5,0.0,168.3,411.4,Aachen,POINT (6.093369927115278 50.77644057802371),2333.32479872919,469.322060068676,
327,327,27,2.0,,None_AachenKaiserplatzH6-HPL_15.csv,710.1,258.5,151.6,1,None_AachenKaiserplatzH6-HPL_18.csv,710.1,258.5,151.6,0,None_AachenKaiserplatzH6-HPL_21.csv,796.4,224.8,151.6,0.0,351.8,575.7,Aachen,POINT (6.093369927115278 50.77644057802371),2333.32479872919,700.209974052925,
328,328,28,3.0,Cineplex Aachen,Cineplex Aachen_AachenKaiserplatzH6-HPL_15.csv,735.2,258.5,176.7,1,Cineplex Aachen_AachenKaiserplatzH6-HPL_18.csv,735.2,258.5,176.7,0,Cineplex Aachen_AachenKaiserplatzH6-HPL_21.csv,821.5,224.8,176.7,0.0,281.0,619.0,Aachen,POINT (6.093369927115278 50.77644057802371),2333.32479872919,713.51904411055,
329,329,29,4.0,Eden Palast,Eden Palast_AachenKaiserplatzH6-HPL_15.csv,679.8,258.5,121.3,0,Eden Palast_AachenKaiserplatzH6-HPL_18.csv,679.8,258.5,121.3,0,Eden Palast_AachenKaiserplatzH6-HPL_21.csv,648.8,167.5,121.3,0.0,372.7,805.9,Aachen,POINT (6.093369927115278 50.77644057802371),2333.32479872919,834.099623484329,
330,330,30,0.0,Apollo Kino,Apollo Kino_AachenWestbahnhofsw(Li.33)H1_15.csv,352.4,216.6,75.8,0,Apollo Kino_AachenWestbahnhofsw(Li.33)H1_18.csv,352.4,216.6,75.8,0,Apollo Kino_AachenWestbahnhofsw(Li.33)H1_21.csv,482.4,216.6,145.8,0.0,162.7,241.4,Aachen,POINT (6.0765276865352025 50.78059897937075),3447.35728174684,171.469077225439,
331,331,31,1.0,Capitol,Capitol_AachenWestbahnhofsw(Li.33)H1_15.csv,736.1,216.6,99.5,0,Capitol_AachenWestbahnhofsw(Li.33)H1_18.csv,736.1,216.6,99.5,0,Capitol_AachenWestbahnhofsw(Li.33)H1_21.csv,676.1,216.6,99.5,0.0,214.8,670.0,Aachen,POINT (6.0765276865352025 50.78059897937075),3447.35728174684,810.595094608962,
332,332,32,2.0,,None_AachenWestbahnhofsw(Li.33)H1_15.csv,1158.8,866.1,172.7,0,None_AachenWestbahnhofsw(Li.33)H1_18.csv,1158.8,866.1,172.7,0,None_AachenWestbahnhofsw(Li.33)H1_21.csv,1158.8,866.1,172.7,0.0,571.2,838.5,Aachen,POINT (6.0765276865352025 50.78059897937075),3447.35728174684,1022.5227686843,
333,333,33,3.0,Cineplex Aachen,Cineplex Aachen_AachenWestbahnhofsw(Li.33)H1_15.csv,1156.1,866.1,170.0,0,Cineplex Aachen_AachenWestbahnhofsw(Li.33)H1_18.csv,1156.1,866.1,170.0,0,Cineplex Aachen_AachenWestbahnhofsw(Li.33)H1_21.csv,1156.1,866.1,170.0,0.0,500.5,1044.3,Aachen,POINT (6.0765276865352025 50.78059897937075),3447.35728174684,1260.38079947158,
334,334,34,4.0,Eden Palast,Eden Palast_AachenWestbahnhofsw(Li.33)H1_15.csv,1066.4,345.1,121.3,2,Eden Palast_AachenWestbahnhofsw(Li.33)H1_18.csv,1341.2,216.6,224.6,0,Eden Palast_AachenWestbahnhofsw(Li.33)H1_21.csv,1117.9,216.6,121.3,0.0,569.4,1017.2,Aachen,POINT (6.0765276865352025 50.78059897937075),3447.35728174684,1241.19854052916,
335,335,35,0.0,Apollo Kino,Apollo Kino_EilendorfRathauslw_15.csv,1740.6,237.2,123.4,4,Apollo Kino_EilendorfRathauslw_18.csv,1740.6,237.2,123.4,3,Apollo Kino_EilendorfRathauslw_21.csv,1778.7,237.2,161.5,2.0,939.9,4245.2,Aachen,POINT (6.149552475047769 50.77738019504014),3402.70880078213,4993.35759768552,
336,336,36,1.0,Capitol,Capitol_EilendorfRathauslw_15.csv,1832.2,359.2,213.0,2,Capitol_EilendorfRathauslw_18.csv,1832.2,359.2,213.0,2,Capitol_EilendorfRathauslw_21.csv,1507.7,237.2,130.5,1.0,863.6,3755.0,Aachen,POINT (6.149552475047769 50.77738019504014),3402.70880078213,4379.30663648317,
337,337,37,2.0,,None_EilendorfRathauslw_15.csv,1732.3,237.2,295.1,1,None_EilendorfRathauslw_18.csv,1732.3,237.2,295.1,1,None_EilendorfRathauslw_21.csv,1800.7,237.2,183.5,1.0,820.6,3825.2,Aachen,POINT (6.149552475047769 50.77738019504014),3402.70880078213,4582.464100408,
338,338,38,3.0,Cineplex Aachen,Cineplex Aachen_EilendorfRathauslw_15.csv,1613.9,237.2,176.7,1,Cineplex Aachen_EilendorfRathauslw_18.csv,1613.9,237.2,176.7,1,Cineplex Aachen_EilendorfRathauslw_21.csv,1958.6,237.2,341.4,1.0,749.9,3726.3,Aachen,POINT (6.149552475047769 50.77738019504014),3402.70880078213,4459.23325629378,
339,339,39,4.0,Eden Palast,Eden Palast_EilendorfRathauslw_15.csv,1800.8,237.2,363.6,1,Eden Palast_EilendorfRathauslw_18.csv,1800.8,237.2,363.6,1,Eden Palast_EilendorfRathauslw_21.csv,1858.5,237.2,121.3,2.0,841.6,3913.2,Aachen,POINT (6.149552475047769 50.77738019504014),3402.70880078213,4586.57713774682,
340,340,40,0.0,Apollo Kino,Apollo Kino_Elsassstraßesw_15.csv,979.2,123.4,75.8,0,Apollo Kino_Elsassstraßesw_18.csv,979.2,123.4,75.8,2,Apollo Kino_Elsassstraßesw_21.csv,859.2,123.4,75.8,2.0,524.0,2169.0,Aachen,POINT (6.114699600000002 50.77705545),2045.93595897625,2553.47899518373,
341,341,41,1.0,Capitol,Capitol_Elsassstraßesw_15.csv,822.9,123.4,99.5,0,Capitol_Elsassstraßesw_18.csv,822.9,123.4,99.5,1,Capitol_Elsassstraßesw_21.csv,702.9,123.4,99.5,1.0,447.7,1678.8,Aachen,POINT (6.114699600000002 50.77705545),2045.93595897625,1925.2520060915,
342,342,42,2.0,,None_Elsassstraßesw_15.csv,1122.9,159.4,183.5,1,None_Elsassstraßesw_18.csv,1122.9,159.4,183.5,1,None_Elsassstraßesw_21.csv,1086.9,123.4,183.5,1.0,451.5,1843.2,Aachen,POINT (6.114699600000002 50.77705545),2045.93595897625,2144.47620484615,
343,343,43,3.0,Cineplex Aachen,Cineplex Aachen_Elsassstraßesw_15.csv,1109.4,159.4,170.0,1,Cineplex Aachen_Elsassstraßesw_18.csv,1109.4,159.4,170.0,1,Cineplex Aachen_Elsassstraßesw_21.csv,1080.1,123.4,176.7,1.0,380.8,1620.6,Aachen,POINT (6.114699600000002 50.77705545),2045.93595897625,2048.90652225827,
344,344,44,4.0,Eden Palast,Eden Palast_Elsassstraßesw_15.csv,1180.7,159.4,121.3,1,Eden Palast_Elsassstraßesw_18.csv,1180.7,159.4,121.3,1,Eden Palast_Elsassstraßesw_21.csv,1024.7,123.4,121.3,3.0,472.4,1807.6,Aachen,POINT (6.114699600000002 50.77705545),2045.93595897625,2180.42611651004,
345,345,45,0.0,Apollo Kino,Apollo Kino_AachenKaiserplatzH4Li.4(Denkmal)_15.csv,889.5,393.7,75.8,0,Apollo Kino_AachenKaiserplatzH4Li.4(Denkmal)_18.csv,889.5,393.7,75.8,0,Apollo Kino_AachenKaiserplatzH4Li.4(Denkmal)_21.csv,581.6,218.2,123.4,0.0,282.2,1137.9,Aachen,POINT (6.097483619951195 50.77840635600097),2388.063136056,1331.28931092534,
346,346,46,1.0,Capitol,Capitol_AachenKaiserplatzH4Li.4(Denkmal)_15.csv,733.2,393.7,99.5,0,Capitol_AachenKaiserplatzH4Li.4(Denkmal)_18.csv,733.2,393.7,99.5,0,Capitol_AachenKaiserplatzH4Li.4(Denkmal)_21.csv,551.2,218.2,213.0,0.0,205.8,605.6,Aachen,POINT (6.097483619951195 50.77840635600097),2388.063136056,704.862984651066,
347,347,47,2.0,,None_AachenKaiserplatzH4Li.4(Denkmal)_15.csv,733.5,250.0,183.5,1,None_AachenKaiserplatzH4Li.4(Denkmal)_18.csv,733.5,250.0,183.5,0,None_AachenKaiserplatzH4Li.4(Denkmal)_21.csv,821.7,218.2,183.5,0.0,416.4,941.5,Aachen,POINT (6.097483619951195 50.77840635600097),2388.063136056,1062.62797214595,
348,348,48,3.0,Cineplex Aachen,Cineplex Aachen_AachenKaiserplatzH4Li.4(Denkmal)_15.csv,891.4,250.0,341.4,1,Cineplex Aachen_AachenKaiserplatzH4Li.4(Denkmal)_18.csv,891.4,250.0,341.4,0,Cineplex Aachen_AachenKaiserplatzH4Li.4(Denkmal)_21.csv,979.6,218.2,341.4,0.0,345.6,984.7,Aachen,POINT (6.097483619951195 50.77840635600097),2388.063136056,1069.46288598791,
349,349,49,4.0,Eden Palast,Eden Palast_AachenKaiserplatzH4Li.4(Denkmal)_15.csv,909.9,308.6,121.3,0,Eden Palast_AachenKaiserplatzH4Li.4(Denkmal)_18.csv,909.9,308.6,121.3,0,Eden Palast_AachenKaiserplatzH4Li.4(Denkmal)_21.csv,860.9,379.6,121.3,0.0,437.3,1171.7,Aachen,POINT (6.097483619951195 50.77840635600097),2388.063136056,1193.48305893312,
350,350,0,0.0,Apollo Kino,Apollo Kino_Stollenweglw_15.csv,1725.3,149.5,75.8,4,Apollo Kino_Stollenweglw_18.csv,1725.3,149.5,75.8,3,Apollo Kino_Stollenweglw_21.csv,1725.3,149.5,75.8,2.0,1024.6,4836.7,Aachen,POINT (6.1587248306183255 50.77659265807083),3891.10106427033,5645.23067005928,
351,351,1,1.0,Capitol,Capitol_Stollenweglw_15.csv,1869.0,149.5,99.5,1,Capitol_Stollenweglw_18.csv,1869.0,149.5,99.5,1,Capitol_Stollenweglw_21.csv,1509.0,149.5,99.5,1.0,948.3,4346.5,Aachen,POINT (6.1587248306183255 50.77659265807083),3891.10106427033,5028.93328806042,
352,352,2,2.0,,None_Stollenweglw_15.csv,1642.2,149.5,172.7,1,None_Stollenweglw_18.csv,1642.2,149.5,172.7,1,None_Stollenweglw_21.csv,1822.2,149.5,172.7,1.0,905.4,4331.0,Aachen,POINT (6.1587248306183255 50.77659265807083),3891.10106427033,5219.27963144302,
353,353,3,3.0,Cineplex Aachen,Cineplex Aachen_Stollenweglw_15.csv,1639.5,149.5,170.0,1,Cineplex Aachen_Stollenweglw_18.csv,1639.5,149.5,170.0,1,Cineplex Aachen_Stollenweglw_21.csv,1819.5,149.5,170.0,1.0,834.6,4232.1,Aachen,POINT (6.1587248306183255 50.77659265807083),3891.10106427033,5089.47031617687,
354,354,4,4.0,Eden Palast,Eden Palast_Stollenweglw_15.csv,1590.8,149.5,121.3,1,Eden Palast_Stollenweglw_18.csv,1590.8,149.5,121.3,1,Eden Palast_Stollenweglw_21.csv,1890.8,149.5,121.3,2.0,926.3,4419.1,Aachen,POINT (6.1587248306183255 50.77659265807083),3891.10106427033,5215.42815921506,
355,355,5,0.0,Apollo Kino,Apollo Kino_BurtscheidHauptstraßelw_15.csv,1065.8,544.3,161.5,0,Apollo Kino_BurtscheidHauptstraßelw_18.csv,1065.8,544.3,161.5,0,Apollo Kino_BurtscheidHauptstraßelw_21.csv,1005.8,544.3,161.5,0.0,417.9,1285.6,Aachen,POINT (6.088190874901417 50.76923767003224),1999.05643149032,1430.37375587337,
356,356,6,1.0,Capitol,Capitol_BurtscheidHauptstraßelw_15.csv,912.1,544.3,187.8,0,Capitol_BurtscheidHauptstraßelw_18.csv,912.1,544.3,187.8,0,Capitol_BurtscheidHauptstraßelw_21.csv,794.8,544.3,130.5,0.0,297.1,952.4,Aachen,POINT (6.088190874901417 50.76923767003224),1999.05643149032,1022.32381413947,
357,357,7,2.0,,None_BurtscheidHauptstraßelw_15.csv,564.4,211.7,172.7,0,None_BurtscheidHauptstraßelw_18.csv,564.4,211.7,172.7,0,None_BurtscheidHauptstraßelw_21.csv,504.4,211.7,172.7,0.0,192.7,496.6,Aachen,POINT (6.088190874901417 50.76923767003224),1999.05643149032,488.536395640732,
358,358,8,3.0,Cineplex Aachen,Cineplex Aachen_BurtscheidHauptstraßelw_15.csv,684.6,334.6,170.0,0,Cineplex Aachen_BurtscheidHauptstraßelw_18.csv,684.6,334.6,170.0,0,Cineplex Aachen_BurtscheidHauptstraßelw_21.csv,624.6,334.6,170.0,0.0,122.0,264.2,Aachen,POINT (6.088190874901417 50.76923767003224),1999.05643149032,258.000523727408,
359,359,9,4.0,Eden Palast,Eden Palast_BurtscheidHauptstraßelw_15.csv,755.7,514.4,121.3,0,Eden Palast_BurtscheidHauptstraßelw_18.csv,755.7,514.4,121.3,0,Eden Palast_BurtscheidHauptstraßelw_21.csv,903.6,514.4,329.2,0.0,125.3,374.3,Aachen,POINT (6.088190874901417 50.76923767003224),1999.05643149032,276.628541009995,
