,cinema_name,15_total_route,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_route,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_route,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,area,start_location,distance_start_centroid,distance_start_cinema,geometry,average duration,15_speed,18_speed,21_speed,average speed,average duration difference to car,15_fastest_mode,15_trip_duration,15_fastest_overall_mode,15_transit_dur,15_walk_share,18_fastest_mode,18_trip_duration,18_fastest_overall_mode,18_transit_dur,18_walk_share,21_fastest_mode,21_trip_duration,21_fastest_overall_mode,21_transit_dur,21_walk_share,average transit duration,average walk share,average changes,15_chosen_route,18_chosen_route,21_chosen_route,average_chosen_route,15_visit_time,15_likely_women,15_possible_women,18_visit_time,18_likely_women,18_possible_women,21_visit_time,21_likely_women,21_possible_women,average_visit_time,average_likely_women,dummy_women,average_possible_women,dummy_possible_women,15_likely_men,15_possible_men,18_likely_men,18_possible_men,21_likely_men,21_possible_men,average_likely_men,dummy_men,average_possible_men,15_likely_children 10-17,15_possible_children 10-17,18_likely_children 10-17,18_possible_children 10-17,21_likely_children 10-17,21_possible_children 10-17,average_likely_children 10-17,average_possible_children 10-17,15_likely_45-64,15_possible_45-64,18_likely_45-64,18_possible_45-64,21_likely_45-64,21_possible_45-64,average_likely_45-64,average_possible_45-64,15_likely_65 and over,15_possible_65 and over,18_likely_65 and over,18_possible_65 and over,21_likely_65 and over,21_possible_65 and over,average_likely_65 and over,average_possible_65 and over
20,Apollo Kino,Apollo Kino_Venskyhäuschenlw_15.csv,1090,414.2,75.8,0,Apollo Kino_Venskyhäuschenlw_18.csv,1090,414.2,75.8,0,Apollo Kino_Venskyhäuschenlw_21.csv,1030,414.2,75.8,0,593.2,1502.6,Aachen,POINT (6.061559520674831 50.76946160374323),3701.40320046051,1750.59600509392,,3210,1.60605138082011,1.60605138082011,1.69960777193584,1.63723684452536,2616.8,transit,1090,car,600,44.954128440367,transit,1090,car,600,44.954128440367,transit,1030,car,540,47.5728155339806,1740,45.8270241382382,0,1090,1090,1030,1070,7580,no,yes,7580,no,yes,7460,no,yes,7540,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
21,Capitol,Capitol_Venskyhäuschenlw_15.csv,1224.2,44.7,99.5,1,Capitol_Venskyhäuschenlw_18.csv,1224.2,44.7,99.5,1,Capitol_Venskyhäuschenlw_21.csv,744.2,44.7,99.5,2,529.9,1616.6,Aachen,POINT (6.061559520674831 50.76946160374323),3701.40320046051,2083.06478286222,,3192.6,1.70157227810997,1.70157227810997,2.79906581948699,2.06740345856897,2662.7,transit,1224.2,car,1080,11.7791210586505,transit,1224.2,car,1080,11.7791210586505,transit,744.2,car,600,19.3765116904058,2760,14.311584602569,4,1224.2,1224.2,744.2,1064.2,7848.4,no,yes,7848.4,no,yes,6888.4,no,yes,7528.4,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
22,,nan_Venskyhäuschenlw_15.csv,697.4,44.7,172.7,0,nan_Venskyhäuschenlw_18.csv,697.4,44.7,172.7,0,nan_Venskyhäuschenlw_21.csv,577.4,44.7,172.7,0,425.5,1389.6,Aachen,POINT (6.061559520674831 50.76946160374323),3701.40320046051,1699.04332196132,,1972.2,2.43625368792848,2.43625368792848,2.94257589532615,2.60502775706104,1546.7,transit,697.4,car,480,31.1729280183539,transit,697.4,car,480,31.1729280183539,transit,577.4,car,360,37.6515413924489,1320,33.3324658097189,0,697.4,697.4,577.4,657.4,6794.8,yes,yes,6794.8,yes,yes,6554.8,yes,yes,6714.8,yes,1,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
23,Cineplex Aachen,Cineplex Aachen_Venskyhäuschenlw_15.csv,694.7,44.7,170,0,Cineplex Aachen_Venskyhäuschenlw_18.csv,694.7,44.7,170,0,Cineplex Aachen_Venskyhäuschenlw_21.csv,574.7,44.7,170,0,359.8,1475.3,Aachen,POINT (6.061559520674831 50.76946160374323),3701.40320046051,1811.09016640018,,1964.1,2.60701045976706,2.60701045976706,3.15136621959314,2.78846237970909,1604.3,transit,694.7,car,480,30.9054268029365,transit,694.7,car,480,30.9054268029365,transit,574.7,car,360,37.3586218896816,1320,33.0564918318515,0,694.7,694.7,574.7,654.7,6789.4,yes,yes,6789.4,yes,yes,6549.4,yes,yes,6709.4,yes,1,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
24,Eden Palast,Eden Palast_Venskyhäuschenlw_15.csv,526,44.7,121.3,0,Eden Palast_Venskyhäuschenlw_18.csv,526,44.7,121.3,0,Eden Palast_Venskyhäuschenlw_21.csv,629.3,44.7,224.6,0,351,1377,Aachen,POINT (6.061559520674831 50.76946160374323),3701.40320046051,1685.44512882638,,1681.3,3.20426830575357,3.20426830575357,2.67828560118605,3.0289407375644,1330.3,transit,526,car,360,31.5589353612167,transit,526,car,360,31.5589353612167,transit,629.3,car,360,42.7935801684411,1080,35.3038169636249,0,526,526,629.3,560.433333333333,6452,yes,yes,6452,yes,yes,6658.6,yes,yes,6520.86666666667,yes,1,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes
25,Apollo Kino,Apollo Kino_Europaplatzlw_15.csv,828.1,212.3,75.8,1,Apollo Kino_Europaplatzlw_18.csv,828.1,212.3,75.8,1,Apollo Kino_Europaplatzlw_21.csv,789.7,173.9,75.8,2,494.9,1904.8,Aachen,POINT (6.1096086397654314 50.77530568215149),1840.35522142099,2243.55002183146,,2445.9,2.70927426860459,2.70927426860459,2.84101560318027,2.75318804679648,1951,transit,828.1,car,540,34.7904842410337,transit,828.1,car,540,34.7904842410337,transit,789.7,car,540,31.6196023806509,1620,33.7335236209061,4,828.1,828.1,789.7,815.3,7056.2,no,yes,7056.2,no,yes,6979.4,no,yes,7030.6,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
26,Capitol,Capitol_Europaplatzlw_15.csv,731.8,212.3,99.5,2,Capitol_Europaplatzlw_18.csv,731.8,212.3,99.5,2,Capitol_Europaplatzlw_21.csv,633.4,173.9,99.5,1,386.1,1291.5,Aachen,POINT (6.1096086397654314 50.77530568215149),1840.35522142099,1598.11524143108,,2097,2.18381421348877,2.18381421348877,2.52307426812611,2.29690089836788,1710.9,transit,731.8,car,420,42.6072697458322,transit,731.8,car,420,42.6072697458322,transit,633.4,car,360,43.1638774865804,1200,42.7928056594149,5,731.8,731.8,633.4,699,6863.6,no,yes,6863.6,no,yes,6666.8,yes,yes,6798,yes,1,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
27,,nan_Europaplatzlw_15.csv,963.9,212.3,151.6,2,nan_Europaplatzlw_18.csv,963.9,212.3,151.6,2,nan_Europaplatzlw_21.csv,985.5,173.9,151.6,1,452.3,1439.7,Aachen,POINT (6.1096086397654314 50.77530568215149),1840.35522142099,1757.07173290295,,2913.3,1.82287761479713,1.82287761479713,1.78292413282897,1.80955978747441,2461,transit,963.9,car,600,37.7528789293495,transit,963.9,car,600,37.7528789293495,transit,985.5,car,660,33.0289193302892,1860,36.1782257296627,5,963.9,963.9,985.5,971.1,7327.8,no,yes,7327.8,no,yes,7371,no,yes,7342.2,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
28,Cineplex Aachen,Cineplex Aachen_Europaplatzlw_15.csv,989,212.3,176.7,2,Cineplex Aachen_Europaplatzlw_18.csv,989,212.3,176.7,2,Cineplex Aachen_Europaplatzlw_21.csv,1010.6,173.9,176.7,1,381.5,1340.8,Aachen,POINT (6.1096086397654314 50.77530568215149),1840.35522142099,1649.27471125427,,2988.6,1.66761851491837,1.66761851491837,1.63197576811228,1.65573759931634,2607.1,transit,989,car,600,39.3326592517695,transit,989,car,600,39.3326592517695,transit,1010.6,car,660,34.6922620225609,1860,37.7858601753666,5,989,989,1010.6,996.2,7378,no,yes,7378,no,yes,7421.2,no,yes,7392.4,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
29,Eden Palast,Eden Palast_Europaplatzlw_15.csv,933.6,212.3,121.3,3,Eden Palast_Europaplatzlw_18.csv,933.6,212.3,121.3,3,Eden Palast_Europaplatzlw_21.csv,955.2,173.9,121.3,3,473.2,1527.7,Aachen,POINT (6.1096086397654314 50.77530568215149),1840.35522142099,1779.9951257968,,2822.4,1.90659289395544,1.90659289395544,1.86347898429313,1.89222159073467,2349.2,transit,933.6,car,600,35.73264781491,transit,933.6,car,600,35.73264781491,transit,955.2,car,660,30.9045226130653,1860,34.1232727476285,9,933.6,933.6,955.2,940.8,7267.2,no,yes,7267.2,no,yes,7310.4,no,yes,7281.6,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
30,Apollo Kino,Apollo Kino_BahnhofRotheErdeH3(lwLi.7)_15.csv,1064.9,329.1,75.8,1,Apollo Kino_BahnhofRotheErdeH3(lwLi.7)_18.csv,1064.9,329.1,75.8,1,Apollo Kino_BahnhofRotheErdeH3(lwLi.7)_21.csv,1134.9,329.1,145.8,1,564.7,2194.9,Aachen,POINT (6.111796039414862 50.769584763632345),1200.853590118,2625.25231461614,,3264.7,2.46525712706934,2.46525712706934,2.31320144031733,2.414571898152,2700,transit,1064.9,car,660,38.0223495163865,transit,1064.9,car,660,38.0223495163865,transit,1134.9,car,660,41.8450964842717,1980,39.2965985056816,3,1064.9,1064.9,1134.9,1088.23333333333,7529.8,no,yes,7529.8,no,yes,7669.8,no,yes,7576.46666666667,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
31,Capitol,Capitol_BahnhofRotheErdeH3(lwLi.7)_15.csv,968.6,329.1,99.5,2,Capitol_BahnhofRotheErdeH3(lwLi.7)_18.csv,968.6,329.1,99.5,2,Capitol_BahnhofRotheErdeH3(lwLi.7)_21.csv,908.6,329.1,99.5,0,455.9,1753.1,Aachen,POINT (6.111796039414862 50.769584763632345),1200.853590118,1976.16419649727,,2845.8,2.04022733481031,2.04022733481031,2.17495509189662,2.08513658717242,2389.9,transit,968.6,car,540,44.2494321701425,transit,968.6,car,540,44.2494321701425,transit,908.6,car,480,47.1714725952014,1560,45.2234456451621,4,968.6,968.6,908.6,948.6,7337.2,no,yes,7337.2,no,yes,7217.2,no,yes,7297.2,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
32,,nan_BahnhofRotheErdeH3(lwLi.7)_15.csv,880.6,167.9,172.7,0,nan_BahnhofRotheErdeH3(lwLi.7)_18.csv,880.6,167.9,172.7,0,nan_BahnhofRotheErdeH3(lwLi.7)_21.csv,820.6,167.9,172.7,0,386.8,1537.6,Aachen,POINT (6.111796039414862 50.769584763632345),1200.853590118,1934.81979912237,,2581.8,2.19716079845829,2.19716079845829,2.35781111274966,2.25071090322208,2195,transit,880.6,car,540,38.6781739722916,transit,880.6,car,540,38.6781739722916,transit,820.6,car,480,41.50621496466,1560,39.6208543030811,0,880.6,880.6,820.6,860.6,7161.2,no,yes,7161.2,no,yes,7041.2,no,yes,7121.2,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
33,Cineplex Aachen,Cineplex Aachen_BahnhofRotheErdeH3(lwLi.7)_15.csv,877.9,167.9,170,0,Cineplex Aachen_BahnhofRotheErdeH3(lwLi.7)_18.csv,877.9,167.9,170,0,Cineplex Aachen_BahnhofRotheErdeH3(lwLi.7)_21.csv,697.9,167.9,170,0,316.1,1438.7,Aachen,POINT (6.111796039414862 50.769584763632345),1200.853590118,1758.73121834638,,2453.7,2.00333889776328,2.00333889776328,2.52003326887288,2.17557035479981,2137.6,transit,877.9,car,540,38.4895774006151,transit,877.9,car,540,38.4895774006151,transit,697.9,car,360,48.4166786072503,1440,41.7986111361602,0,877.9,877.9,697.9,817.9,7155.8,no,yes,7155.8,no,yes,6795.8,yes,yes,7035.8,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
34,Eden Palast,Eden Palast_BahnhofRotheErdeH3(lwLi.7)_15.csv,1170.4,329.1,121.3,3,Eden Palast_BahnhofRotheErdeH3(lwLi.7)_18.csv,1170.4,329.1,121.3,3,Eden Palast_BahnhofRotheErdeH3(lwLi.7)_21.csv,649.2,167.9,121.3,0,407.8,1625.6,Aachen,POINT (6.111796039414862 50.769584763632345),1200.853590118,1872.99313239445,,2990,1.60030171940742,1.60030171940742,2.88507876216027,2.02856073365837,2582.2,transit,1170.4,car,720,38.4825700615174,transit,1170.4,car,720,38.4825700615174,transit,649.2,car,360,44.547134935305,1800,40.5040916861133,6,1170.4,1170.4,649.2,996.666666666667,7740.8,no,yes,7740.8,no,yes,6698.4,yes,yes,7393.33333333333,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
35,Apollo Kino,Apollo Kino_PonttorH.4(Pontwall)_15.csv,239.6,103.8,75.8,0,Apollo Kino_PonttorH.4(Pontwall)_18.csv,239.6,103.8,75.8,0,Apollo Kino_PonttorH.4(Pontwall)_21.csv,239.6,103.8,75.8,0,154.6,130.8,Aachen,POINT (6.080156316240895 50.77981526669621),3206.28148572816,128.446969659428,,718.8,0.536089188895776,0.536089188895776,0.536089188895776,0.536089188895776,564.2,foot,130.8,car,60,74.9582637729549,foot,130.8,car,60,74.9582637729549,foot,130.8,car,60,74.9582637729549,180,74.9582637729549,0,130.8,130.8,130.8,130.8,5661.6,yes,yes,5661.6,yes,yes,5661.6,yes,yes,5661.6,yes,1,yes,1,yes,yes,yes,yes,yes,yes,yes,1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
36,Capitol,Capitol_PonttorH.4(Pontwall)_15.csv,307.4,106.6,80.8,0,Capitol_PonttorH.4(Pontwall)_18.csv,307.4,106.6,80.8,0,Capitol_PonttorH.4(Pontwall)_21.csv,307.4,106.6,80.8,0,173.9,421.7,Aachen,POINT (6.080156316240895 50.77981526669621),3206.28148572816,540.314309289546,,922.2,1.75769131193737,1.75769131193737,1.75769131193737,1.75769131193737,748.3,transit,307.4,car,120,60.9629147690306,transit,307.4,car,120,60.9629147690306,transit,307.4,car,120,60.9629147690306,360,60.9629147690306,0,307.4,307.4,307.4,307.4,6014.8,yes,yes,6014.8,yes,yes,6014.8,yes,yes,6014.8,yes,1,yes,1,yes,yes,yes,yes,yes,yes,yes,1,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
37,,nan_PonttorH.4(Pontwall)_15.csv,519.3,106.6,172.7,0,nan_PonttorH.4(Pontwall)_18.csv,519.3,106.6,172.7,0,nan_PonttorH.4(Pontwall)_21.csv,519.3,106.6,172.7,0,636.9,701.2,Aachen,POINT (6.080156316240895 50.77981526669621),3206.28148572816,818.288572933433,,1557.9,1.57575307709115,1.57575307709115,1.57575307709115,1.57575307709115,921,transit,519.3,transit,240,53.7839399191219,transit,519.3,transit,240,53.7839399191219,transit,519.3,transit,240,53.7839399191219,720,53.7839399191219,0,519.3,519.3,519.3,519.3,6438.6,yes,yes,6438.6,yes,yes,6438.6,yes,yes,6438.6,yes,1,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
38,Cineplex Aachen,Cineplex Aachen_PonttorH.4(Pontwall)_15.csv,516.6,106.6,170,0,Cineplex Aachen_PonttorH.4(Pontwall)_18.csv,516.6,106.6,170,0,Cineplex Aachen_PonttorH.4(Pontwall)_21.csv,516.6,106.6,170,0,579.5,918.3,Aachen,POINT (6.080156316240895 50.77981526669621),3206.28148572816,1050.86687794652,,1549.8,2.03419837000875,2.03419837000875,2.03419837000875,2.03419837000875,970.3,transit,516.6,transit,240,53.5423925667828,transit,516.6,transit,240,53.5423925667828,transit,516.6,transit,240,53.5423925667828,720,53.5423925667828,0,516.6,516.6,516.6,516.6,6433.2,yes,yes,6433.2,yes,yes,6433.2,yes,yes,6433.2,yes,1,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
39,Eden Palast,Eden Palast_PonttorH.4(Pontwall)_15.csv,647.9,106.6,121.3,1,Eden Palast_PonttorH.4(Pontwall)_18.csv,467.9,106.6,121.3,0,Eden Palast_PonttorH.4(Pontwall)_21.csv,467.9,106.6,121.3,0,610,905.5,Aachen,POINT (6.080156316240895 50.77981526669621),3206.28148572816,1052.7370236749,,1583.7,1.62484492001065,2.2499188366636,2.2499188366636,2.04156086444595,973.7,transit,647.9,car,420,35.1751813551474,transit,467.9,transit,240,48.7069886727933,transit,467.9,transit,240,48.7069886727933,900,44.196386233578,1,647.9,467.9,467.9,527.9,6695.8,yes,yes,6335.8,yes,yes,6335.8,yes,yes,6455.8,yes,1,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes
40,Apollo Kino,Apollo Kino_Adenaueralleelw-Li.30_15.csv,1556.6,460.8,75.8,1,Apollo Kino_Adenaueralleelw-Li.30_18.csv,1556.6,460.8,75.8,1,Apollo Kino_Adenaueralleelw-Li.30_21.csv,1496.6,460.8,75.8,1,834.4,3608.7,Aachen,POINT (6.12853745536601 50.76194999781503),1269.50357537479,4071.85840236048,,4609.8,2.61586689089071,2.61586689089071,2.7207392772688,2.65082435301674,3775.4,transit,1556.6,car,1020,34.4725684183477,transit,1556.6,car,1020,34.4725684183477,transit,1496.6,car,960,35.854603768542,3000,34.9332468684125,3,1556.6,1556.6,1496.6,1536.6,8513.2,no,yes,8513.2,no,yes,8393.2,no,yes,8473.2,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
41,Capitol,Capitol_Adenaueralleelw-Li.30_15.csv,1240,60.5,99.5,3,Capitol_Adenaueralleelw-Li.30_18.csv,1240,60.5,99.5,3,Capitol_Adenaueralleelw-Li.30_21.csv,1340.3,460.8,99.5,1,725.7,2868.6,Aachen,POINT (6.12853745536601 50.76194999781503),1269.50357537479,3426.67121855505,,3820.3,2.76344453109278,2.76344453109278,2.55664494408345,2.694511335423,3094.6,transit,1240,car,1080,12.9032258064516,transit,1240,car,1080,12.9032258064516,transit,1340.3,car,780,41.80407371484,2940,22.5368417759144,7,1240,1240,1340.3,1273.43333333333,7880,no,yes,7880,no,yes,8080.6,no,yes,7946.86666666667,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
42,,nan_Adenaueralleelw-Li.30_15.csv,1472.1,60.5,151.6,3,nan_Adenaueralleelw-Li.30_18.csv,1472.1,60.5,151.6,3,nan_Adenaueralleelw-Li.30_21.csv,1692.4,460.8,151.6,2,656.6,2951.3,Aachen,POINT (6.12853745536601 50.76194999781503),1269.50357537479,3317.25210699867,,4636.6,2.25341492221905,2.25341492221905,1.9600875129985,2.15563911914554,3980,transit,1472.1,car,1260,14.4079885877318,transit,1472.1,car,1260,14.4079885877318,transit,1692.4,car,1080,36.1852989836918,3600,21.6670920530518,8,1472.1,1472.1,1692.4,1545.53333333333,8344.2,no,yes,8344.2,no,yes,8784.8,no,yes,8491.06666666667,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
43,Cineplex Aachen,Cineplex Aachen_Adenaueralleelw-Li.30_15.csv,1497.2,60.5,176.7,3,Cineplex Aachen_Adenaueralleelw-Li.30_18.csv,1497.2,60.5,176.7,3,Cineplex Aachen_Adenaueralleelw-Li.30_21.csv,1710.8,460.8,170,3,585.9,2852.4,Aachen,POINT (6.12853745536601 50.76194999781503),1269.50357537479,3112.45493406517,,4705.2,2.07885047693372,2.07885047693372,1.81929795070445,1.99233296819063,4119.3,transit,1497.2,car,1260,15.842906759284,transit,1497.2,car,1260,15.842906759284,transit,1710.8,car,1080,36.8716389992986,3600,22.8524841726222,9,1497.2,1497.2,1710.8,1568.4,8394.4,no,yes,8394.4,no,yes,8821.6,no,yes,8536.8,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
44,Eden Palast,Eden Palast_Adenaueralleelw-Li.30_15.csv,1441.8,60.5,121.3,4,Eden Palast_Adenaueralleelw-Li.30_18.csv,1441.8,60.5,121.3,4,Eden Palast_Adenaueralleelw-Li.30_21.csv,1662.1,460.8,121.3,3,677.6,3039.4,Aachen,POINT (6.12853745536601 50.76194999781503),1269.50357537479,3208.21295575575,,4545.7,2.22514423342749,2.22514423342749,1.93021656684661,2.12683501123386,3868.1,transit,1441.8,car,1260,12.6092384519351,transit,1441.8,car,1260,12.6092384519351,transit,1662.1,car,1080,35.0219601708682,3600,20.0801456915794,11,1441.8,1441.8,1662.1,1515.23333333333,8283.6,no,yes,8283.6,no,yes,8724.2,no,yes,8430.46666666667,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
45,Apollo Kino,Apollo Kino_BurtscheidHauptstraßesw_15.csv,854.3,298.5,75.8,0,Apollo Kino_BurtscheidHauptstraßesw_18.csv,854.3,298.5,75.8,0,Apollo Kino_BurtscheidHauptstraßesw_21.csv,914.3,298.5,75.8,0,412,1256.2,Aachen,POINT (6.088960003258174 50.76932624778633),1961.01264998513,1447.27824823691,,2622.9,1.69411008806849,1.69411008806849,1.58293585063645,1.65705200892448,2210.9,transit,854.3,car,480,43.813648601194,transit,854.3,car,480,43.813648601194,transit,914.3,car,540,40.9384228371432,1500,42.855240013177,0,854.3,854.3,914.3,874.3,7108.6,no,yes,7108.6,no,yes,7228.6,no,yes,7148.6,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
46,Capitol,Capitol_BurtscheidHauptstraßesw_15.csv,698,298.5,99.5,0,Capitol_BurtscheidHauptstraßesw_18.csv,698,298.5,99.5,0,Capitol_BurtscheidHauptstraßesw_21.csv,619.3,298.5,80.8,0,291.2,923,Aachen,POINT (6.088960003258174 50.76932624778633),1961.01264998513,1016.57123511632,,2015.3,1.45640578096894,1.45640578096894,1.64148431312178,1.51809862501989,1724.1,transit,698,car,300,57.0200573065903,transit,698,car,300,57.0200573065903,transit,619.3,car,240,61.2465687066042,840,58.4288944399282,0,698,698,619.3,671.766666666667,6796,yes,yes,6796,yes,yes,6638.6,yes,yes,6743.53333333333,yes,1,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
47,,nan_BurtscheidHauptstraßesw_15.csv,535,182.3,172.7,0,nan_BurtscheidHauptstraßesw_18.csv,535,182.3,172.7,0,nan_BurtscheidHauptstraßesw_21.csv,475,182.3,172.7,0,186.9,467.2,Aachen,POINT (6.088960003258174 50.76932624778633),1961.01264998513,508.012474708653,,1545,0.949556027492809,0.949556027492809,1.06949994675506,0.989537333913559,1358.1,foot,467.2,car,180,66.3551401869159,foot,467.2,car,180,66.3551401869159,foot,467.2,car,120,74.7368421052632,480,69.149040826365,0,467.2,467.2,467.2,467.2,6334.4,yes,yes,6334.4,yes,yes,6334.4,yes,yes,6334.4,yes,1,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
48,Cineplex Aachen,Cineplex Aachen_BurtscheidHauptstraßesw_15.csv,532.3,182.3,170,0,Cineplex Aachen_BurtscheidHauptstraßesw_18.csv,532.3,182.3,170,0,Cineplex Aachen_BurtscheidHauptstraßesw_21.csv,472.3,182.3,170,0,116.1,234.8,Aachen,POINT (6.088960003258174 50.76932624778633),1961.01264998513,271.28115310169,,1536.9,0.509639588768909,0.509639588768909,0.574383131699534,0.531220769745784,1420.8,foot,234.8,car,180,66.1844824347173,foot,234.8,car,180,66.1844824347173,foot,234.8,car,120,74.5924200719881,480,68.9871283138076,0,234.8,234.8,234.8,234.8,5869.6,yes,yes,5869.6,yes,yes,5869.6,yes,yes,5869.6,yes,1,yes,1,yes,yes,yes,yes,yes,yes,yes,1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
49,Eden Palast,Eden Palast_BurtscheidHauptstraßesw_15.csv,1126,421.4,224.6,0,Eden Palast_BurtscheidHauptstraßesw_18.csv,483.6,182.3,121.3,0,Eden Palast_BurtscheidHauptstraßesw_21.csv,1006,421.4,224.6,0,131.2,344.9,Aachen,POINT (6.088960003258174 50.76932624778633),1961.01264998513,312.570322857856,,2615.6,0.27759353717394,0.646340617985641,0.310706086339817,0.411546747166466,2484.4,foot,344.9,car,480,57.3712255772647,foot,344.9,car,180,62.7791563275434,foot,344.9,car,360,64.2147117296223,1020,61.4550312114768,0,344.9,344.9,344.9,344.9,6089.8,yes,yes,6089.8,yes,yes,6089.8,yes,yes,6089.8,yes,1,yes,1,yes,yes,yes,yes,yes,yes,yes,1,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
